,Course1,Course2,Common Entities
4212,490DB,490ITG,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'importance', 'topics']"
4213,490DB,490ITU,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4214,490DB,490SMG,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4215,490DB,490SMU,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4216,490DB,490TEO,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4217,490DB,501A,"['knowledge', 'retrieval']"
4218,490DB,501AO,"['knowledge', 'retrieval']"
4219,490DB,501AO2,"['knowledge', 'retrieval']"
4220,490DB,501B,"['knowledge', 'retrieval']"
4221,490DBO,490GHU,"['information studies', 'evaluation', 'communication', 'undergraduates', 'knowledge', 'consent', 'information policy', 'culture', 'instructor', 'information creation', 'contexts', 'computers', 'retrieval', 'production', 'community information systems', 'junior standing', 'dissemination', 'investigation', 'topics']"
4222,490DBO,490GI,"['information studies', 'evaluation', 'communication', 'undergraduates', 'knowledge', 'consent', 'information policy', 'culture', 'instructor', 'information creation', 'contexts', 'computers', 'retrieval', 'production', 'community information systems', 'junior standing', 'dissemination', 'investigation', 'topics']"
4223,490DBO,490ITG,"['information studies', 'evaluation', 'communication', 'undergraduates', 'knowledge', 'consent', 'information policy', 'culture', 'instructor', 'information creation', 'contexts', 'computers', 'retrieval', 'production', 'community information systems', 'junior standing', 'dissemination', 'investigation', 'topics']"
4224,490DBO,490ITU,"['information studies', 'evaluation', 'communication', 'undergraduates', 'knowledge', 'consent', 'information policy', 'culture', 'instructor', 'information creation', 'contexts', 'computers', 'retrieval', 'production', 'community information systems', 'junior standing', 'dissemination', 'investigation', 'topics']"
4225,490DBO,490SMG,"['information studies', 'evaluation', 'communication', 'undergraduates', 'knowledge', 'consent', 'information policy', 'culture', 'instructor', 'information creation', 'contexts', 'computers', 'retrieval', 'production', 'community information systems', 'junior standing', 'dissemination', 'investigation', 'topics']"
4226,490DBO,490SMU,"['information studies', 'evaluation', 'communication', 'undergraduates', 'knowledge', 'consent', 'information policy', 'culture', 'instructor', 'information creation', 'contexts', 'computers', 'retrieval', 'production', 'community information systems', 'junior standing', 'dissemination', 'investigation', 'topics']"
4227,490DBO,490TEO,"['information studies', 'evaluation', 'communication', 'undergraduates', 'knowledge', 'consent', 'information policy', 'culture', 'instructor', 'information creation', 'contexts', 'computers', 'retrieval', 'production', 'community information systems', 'junior standing', 'dissemination', 'investigation', 'topics']"
4228,490DBO,501A,"['knowledge', 'retrieval']"
4229,490DBO,501AO,"['knowledge', 'retrieval']"
4230,490DBO,501AO2,"['knowledge', 'retrieval']"
4231,490DBO,501B,"['knowledge', 'retrieval']"
4232,490GHU,490GI,"['information studies', 'systems', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4233,490GHU,490ITG,"['information studies', 'systems', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4234,490GHU,490ITU,"['information studies', 'devices', 'culture', 'computers', 'junior standing', 'dissemination', 'topics', 'information policy', 'instructor', 'information creation', 'community information systems', 'production', 'evaluation', 'communication', 'consent', 'investigation', 'undergraduates', 'knowledge', 'opportunities', 'contexts', 'retrieval']"
4235,490GHU,490SMG,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4236,490GHU,490SMU,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4237,490GHU,490TEO,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4238,490GHU,501A,"['systems', 'knowledge', 'retrieval']"
4239,490GHU,501AO,"['systems', 'knowledge', 'retrieval']"
4240,490GHU,501AO2,"['systems', 'knowledge', 'retrieval']"
4241,490GHU,501B,"['systems', 'knowledge', 'retrieval']"
4242,490GHU,502A,['issues']
4243,490GHU,502AO,['issues']
4244,490GHU,502AO2,['issues']
4245,490GHU,502AO3,['issues']
4246,490GI,490ITG,"['location', 'hardware', 'government', 'information studies', 'locations', 'software', 'earth', 'information management', 'culture', 'business', 'computers', 'junior standing', 'surface', 'exposure', 'dissemination', 'society', 'processes', 'topics', 'information systems', 'information policy', 'instructor', 'information creation', 'community information systems', 'production', 'work', 'systems', 'evaluation', 'communication', 'consent', 'realms', 'investigation', 'undergraduates', 'knowledge', 'geographic information systems software', 'addition', 'context', 'contexts', 'retrieval', 'importance']"
4247,490GI,490ITU,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'context', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4248,490GI,490SMG,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4249,490GI,490SMU,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4250,490GI,490TEO,"['information studies', 'hardware', 'software', 'culture', 'computers', 'junior standing', 'dissemination', 'topics', 'information policy', 'instructor', 'information creation', 'community information systems', 'production', 'evaluation', 'communication', 'consent', 'investigation', 'undergraduates', 'knowledge', 'contexts', 'retrieval']"
4251,490GI,501A,"['information systems', 'knowledge', 'retrieval', 'systems']"
4252,490GI,501AO,"['information systems', 'knowledge', 'retrieval', 'systems']"
4253,490GI,501AO2,"['information systems', 'knowledge', 'retrieval', 'systems']"
4254,490GI,501B,"['information systems', 'knowledge', 'retrieval', 'systems']"
4255,490ITG,490ITU,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'context', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4256,490ITG,490SMG,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4257,490ITG,490SMU,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4258,490ITG,490TEO,"['information studies', 'hardware', 'software', 'culture', 'computers', 'junior standing', 'dissemination', 'topics', 'information policy', 'instructor', 'information creation', 'community information systems', 'production', 'evaluation', 'communication', 'consent', 'investigation', 'undergraduates', 'knowledge', 'contexts', 'retrieval']"
4259,490ITG,501A,"['information systems', 'knowledge', 'retrieval', 'systems']"
4260,490ITG,501AO,"['information systems', 'knowledge', 'retrieval', 'systems']"
4261,490ITG,501AO2,"['information systems', 'knowledge', 'retrieval', 'systems']"
4262,490ITG,501B,"['information systems', 'knowledge', 'retrieval', 'systems']"
4263,490ITU,490SMG,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4264,490ITU,490SMU,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'dissemination', 'investigation', 'topics']"
4265,490ITU,490TEO,"['information studies', 'culture', 'computers', 'junior standing', 'dissemination', 'topics', 'technology', 'information policy', 'instructor', 'information creation', 'community information systems', 'production', 'evaluation', 'communication', 'methods', 'consent', 'investigation', 'undergraduates', 'knowledge', 'skills', 'contexts', 'retrieval']"
4266,490ITU,501A,"['methods', 'knowledge', 'retrieval']"
4267,490ITU,501AO,"['methods', 'knowledge', 'retrieval']"
4268,490ITU,501AO2,"['methods', 'knowledge', 'retrieval']"
4269,490ITU,501B,"['methods', 'knowledge', 'retrieval']"
4270,490SMG,490SMU,"['information studies', 'change', 'Pacific', 'China', 'culture', 'social media', 'Russia', 'computers', 'hacktivism', 'junior standing', 'opinion', 'suppression', 'impact', 'dissemination', 'topics', 'Africa', 'South America', 'information policy', 'instructor', 'role', 'computer networks', 'information creation', 'Eurasia', 'community information systems', 'production', 'internet', 'mobile telephony', 'politics', 'evaluation', 'communication', 'manipulation', 'consent', 'cyber warfare', 'formation', 'Iran', 'investigation', 'relations', 'Middle East', 'Topics', 'undergraduates', 'knowledge', 'Central', 'contexts', 'retrieval', 'upheaval']"
4271,490SMG,490TEO,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'internet', 'dissemination', 'investigation', 'topics']"
4272,490SMG,501A,"['knowledge', 'retrieval']"
4273,490SMG,501AO,"['knowledge', 'retrieval']"
4274,490SMG,501AO2,"['knowledge', 'retrieval']"
4275,490SMG,501B,"['knowledge', 'retrieval']"
4276,490SMG,502A,['role']
4277,490SMG,502AO,['role']
4278,490SMG,502AO2,['role']
4279,490SMG,502AO3,['role']
4280,490SMU,490TEO,"['information studies', 'evaluation', 'communication', 'undergraduates', 'consent', 'knowledge', 'culture', 'information policy', 'instructor', 'information creation', 'contexts', 'computers', 'junior standing', 'community information systems', 'production', 'retrieval', 'internet', 'dissemination', 'investigation', 'topics']"
4281,490SMU,501A,"['knowledge', 'retrieval']"
4282,490SMU,501AO,"['knowledge', 'retrieval']"
4283,490SMU,501AO2,"['knowledge', 'retrieval']"
4284,490SMU,501B,"['knowledge', 'retrieval']"
4285,490SMU,502A,['role']
4286,490SMU,502AO,['role']
4287,490SMU,502AO2,['role']
4288,490SMU,502AO3,['role']
4289,490TEO,501A,"['methods', 'retrieval', 'knowledge', 'organizations']"
4290,490TEO,501AO,"['LIS', 'organizations', 'methods', 'knowledge', 'retrieval']"
4291,490TEO,501AO2,"['LIS', 'organizations', 'methods', 'knowledge', 'retrieval']"
4292,490TEO,501B,"['methods', 'retrieval', 'knowledge', 'organizations']"
4293,490TEO,502A,['LIS']
4294,490TEO,502AO,['LIS']
4295,490TEO,502AO2,['LIS']
4296,490TEO,502AO3,['LIS']
4297,501A,501AO,"['organizations', 'library', 'M.S.', 'print', 'storage', 'operation', 'user communities', 'formats', 'generation', 'information systems', 'display', 'preservation', 'kinds', 'access', 'information transfer process', 'systems', 'information organization', 'science', 'methods', 'information services', 'information service needs', 'knowledge', 'Traces', 'principles', 'creation', 'retrieval']"
